faoCode,faoName,scientificName
BYD,Bathyraja diplotaenia,Bathyraja diplotaenia
BYE,Dark-belly skate,Bathyraja meridionalis
BYF,Alaska skate,Bathyraja parmifera
BYG,Bathyraja griseocauda,Bathyraja griseocauda
BYH,Bathyraja hesperafricana,Bathyraja hesperafricana
BYI,Sandpaper skate,Bathyraja interrupta
BYJ,Flathead skate,Bathyraja rosispinis
BYK,Bathyraja simoterus,Bathyraja simoterus
BYL,Commander skate,Bathyraja lindbergi
BYM,Bathyraja matsubarai,Bathyraja matsubarai
BYN,Bathyraja minispinosa,Bathyraja minispinosa
BYO,Bathyraja notoroensis,Bathyraja notoroensis
BYP,Pale ray,Bathyraja pallida
BYQ,Richardson's ray,Bathyraja richardsoni
BYR,Kerguelen sandpaper skate,Bathyraja irrasa
BYS,Splendid alfonsino,Beryx splendens
BYT,Bathyraja isotrachys,Bathyraja isotrachys
BYU,Longnose deep-sea skate,Bathyraja shuntovi
BYV,Bathyraja andriashevi,Bathyraja andriashevi
BYX,Bathyraja smirnovi,Bathyraja smirnovi
BYY,Deep-sea skate,Bathyraja abyssicola
BYZ,African softnose skate,Bathyraja smithii
BZB,Broadnose skate,Bathyraja brachyurops
BZD,Blackbar hogfish,Bodianus speciosus
BZJ,Pearly prickleback,Bryozoichthys marjorius
BZM,Patagonian skate,Bathyraja macloviana
BZS,Cuphead skate,Bathyraja scaphiops
BZT,Sebastiscus tertius,Sebastiscus tertius
BZV,Western Australia pigfish,Bodianus vulpinus
BZW,Coluzea mariae,Coluzea mariae
BZX,Bonitos nei,Sarda spp
BZY,Daisy midshipman,Porichthys margaritatus
CAA,Atlantic wolffish,Anarhichas lupus
CAB,Northern wolffish,Anarhichas denticulatus
CAD,"Jonah crabs, rock crabs nei",Cancridae
CAE,Eeltail catfishes,Plotosus spp
CAH,"Elephantfishes, etc. nei",Callorhinchidae
CAJ,Caulophryne jordani,Caulophryne jordani
CAL,Callinectes swimcrabs nei,Callinectes spp
CAO,Spotted catfish,Arius maculatus
CAP,Capelin,Mallotus villosus
CAR,Cartilaginous fishes nei,Chondrichthyes
CAS,Spotted wolffish,Anarhichas minor
CAT,Wolffishes(=Catfishes) nei,Anarhichas spp
CAW,Comet,Calloplesiops altivelis
CAX,Sea catfishes nei,Ariidae
CAY,Careproctus bathycoetus,Careproctus bathycoetus
CAZ,Sharpnose sculpin,Clinocottus acuticeps
CBA,Cobia,Rachycentron canadum
CBB,Beach silverside,Coleotropis blackburni
CBC,Red bandfish,Cepola macrophthalma
CBD,Jolthead porgy,Calamus bajonado
CBE,Blachea xenobranchialis,Blachea xenobranchialis
CBF,Crocodile fish,Cymbacephalus beauforti
CBG,Driftfish,Cubiceps gracilis
CBH,Bassanago hirsutus,Bassanago hirsutus
CBI,Mangrove hermit crab,Clibanarius panamensis
CBJ,Short-bodied pipefish,Choeroichthys brachysoma
CBK,Dogtooth herring,Chirocentrodon bleekerianus
CBM,Brown meagre,Sciaena umbra
CBN,Centrobranchus andreae,Centrobranchus andreae
CBO,Kroyer's deep-sea angler fish,Ceratias holboelli
CBQ,Chestnut goby,Chromogobius quadrivittatus
CBR,Comber,Serranus cabrilla
CBS,Maputo conger,Bathymyrus smithi
CBV,Large-toothed conger,Bathyuroconger vicinus
CBW,Longnose conger,Bathycongrus wallacei
CBZ,Blue flounder,Crossorhombus azureus
CCA,Bignose shark,Carcharhinus altimus
CCB,Spinner shark,Carcharhinus brevipinna
CCC,Nervous shark,Carcharhinus cautus
CCD,Whitecheek shark,Carcharhinus dussumieri
CCE,Bull shark,Carcharhinus leucas
CCF,Pigeye shark,Carcharhinus amboinensis
CCG,Galapagos shark,Carcharhinus galapagensis
CCI,Blackspot shark,Carcharhinus sealei
CCJ,Carcharhinus leiodon,Carcharhinus leiodon
CCK,Pondicherry shark,Carcharhinus hemiodon
CCL,Blacktip shark,Carcharhinus limbatus
CCM,Hardnose shark,Carcharhinus macloti
CCN,Blacknose shark,Carcharhinus acronotus
CCO,Finetooth shark,Carcharhinus isodon
CCP,Sandbar shark,Carcharhinus plumbeus
CCQ,Spottail shark,Carcharhinus sorrah
CCR,Smalltail shark,Carcharhinus porosus
CCS,Night shark,Carcharhinus signatus
CCT,Sand tiger shark,Carcharias taurus
CCU,Australian blacktip shark,Carcharhinus tilstoni
CCV,Caribbean reef shark,Carcharhinus perezi
CCW,Blacktail reef shark,Carcharhinus wheeleri
CCX,Borneo shark,Carcharhinus borneensis
CCY,Graceful shark,Carcharhinus amblyrhynchoides
CCZ,Creek whaler,Carcharhinus fitzroyensis
CDA,Threadfin shad,Dorosoma petenense
CDB,Nosey dottyback,Chlidichthys bibulus
CDD,Porae,Nemadactylus douglasii
CDJ,Clidoderma asperrimum,Clidoderma asperrimum
CDK,Roundbelly pellonuline,Laeviscutella dekimpei
CDL,Cardinal fishes nei,Epigonus spp
CDM,Day's round herring,Dayella malabarica
CDN,Sloane's viperfish,Chauliodus sloani
CDQ,Keeled mud lobster,Calocarides quinqueseriatus
CDR,Trident grenadier,Coryphaenoides delsolari
CDV,Highfin coralfish,Coradion altivelis
CDX,"Croakers, drums nei",Sciaenidae
CDY,Diploconger polystigmatus,Diploconger polystigmatus
CDZ,Northern cods nei,Gadus spp
CEA,Needle dogfish,Centrophorus acus
CEC,West African ladyfish,Elops lacerta
CEE,Mosaic gulper shark,Centrophorus tessellatus
CEF,Malabar sprat,Ehirava fluviatilis
CEG,Senegalese ladyfish,Elops senegalensis
CEH,Marini's grenadier,Coelorinchus marinii
CEI,Pacific ladyfish,Elops affinis
CEJ,Crocodile flathead,Cociella crocodila
CEK,Taiwan gulper shark,Centrophorus niaukang
CEM,Smallfin gulper shark,Centrophorus moluccensis
CEN,"Ruffs, barrelfishes nei",Centrolophidae
CEO,Rudderfish,Centrolophus niger
CEP,Cephalopods nei,Cephalopoda
CEQ,Ceratias tentaculatus,Ceratias tentaculatus
CER,Cero,Scomberomorus regalis
CES,Pike icefish,Champsocephalus esox
CET,Wedge sole,Dicologlossa cuneata
CEU,Dumb gulper shark,Centrophorus harrissoni
CEV,Tenpounder,Elops machnata
CEW,Hawaiian ladyfish,Elops hawaiensis
CEX,Cusk-eels nei,Genypterus spp
CEZ,"Picarels, etc. nei",Centracanthidae
CFA,Crossostomus fasciatus,Crossostomus fasciatus
CFB,Black dogfish,Centroscyllium fabricii
CFC,Rendahl's hardyhead,Craterocephalus capreoli
CFD,Daniel's catfish,Cochlefelis danielsi
CFE,Sheepshead porgy,Calamus penna
CFF,Peacock hind,Cephalopholis argus
CFG,Caristius groenlandicus,Caristius groenlandicus
CFH,Yellowfin hind,Cephalopholis hemistiktos
CFI,Coral hind,Cephalopholis miniata
CFJ,Coney,Cephalopholis fulva
CFL,Graysby,Cephalopholis cruentata
CFM,Freckled hind,Cephalopholis microprion
CFN,Grass porgy,Calamus arctifrons
CFO,Littlehead porgy,Calamus proridens
CFP,Horned lantern fish,Centrophryne spinulosa
CFQ,Niger hind,Cephalopholis nigri
CFR,Oblique-lined dottyback,Cypho purpurascens
CFT,Galapagos porgy,Calamus taurinus
CFU,Careproctus furcellus,Careproctus furcellus
CFV,Network pipefish,Corythoichthys flavofasciatus
CFW,Pompano dolphinfish,Coryphaena equiselis
CFX,Sixblotch hind,Cephalopholis sexmaculata
CFY,Bluespotted hind,Cephalopholis cyanostigma
CFZ,Golden hind,Cephalopholis aurantia
CGA,Ganges shark,Glyphis gangeticus
CGC,Congrogadus amplimaculatus,Congrogadus amplimaculatus
CGD,Burmese river gizzard shad,Gonialosa modesta
CGE,West African geryon,Chaceon maritae
CGF,Japanese sand shrimp,Crangon affinis
CGG,Speartooth shark,Glyphis glyphis
CGH,Indian river shad,Gudusia chapra
CGI,Ganges River gizzard shad,Gonialosa manmina
CGJ,Lizard triplefin,Crocodilichthys gracilis
CGL,Gale's pipefish,Campichthys galei
CGN,Gnathophis nystromi,Gnathophis nystromi
CGP,Congiopodus peruvianus,Congiopodus peruvianus
CGQ,Cottiusculus gonez,Cottiusculus gonez
CGR,Gilchrist's round herring,Gilchristella aestuarius
CGU,Whitespotted garden eel,Gorgasia maculata
CGV,Evermann's conger,Congrosoma evermanni
CGX,Carangids nei,Carangidae
CGY,Gabon gurnard,Chelidonichthys gabonensis
CGZ,Conger eels nei,Conger spp
CHB,Ghost shark,Callorhinchus milii
CHE,Masu(=Cherry) salmon,Oncorhynchus masou
CHF,Mandarin dogfish,Cirrhigaleus barbifer
CHG,Chacunda gizzard shad,Anodontostoma chacunda
CHI,Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha
CHJ,Plownose chimaera,Callorhinchus callorynchus
CHM,Cape elephantfish,Callorhinchus capensis
CHO,Cape Hope squid,Loligo reynaudii
CHP,South American pilchard,Sardinops sagax
CHQ,Chocolate rockshell,Thais chocolata
CHR,Chars nei,Salvelinus spp
CHS,Chilean nylon shrimp,Heterocarpus reedi
CHU,Chum(=Keta=Dog) salmon,Oncorhynchus keta
CHV,Purple chimaera,Hydrolagus purpurescens
CHW,Chionobathyscus dewitti,Chionobathyscus dewitti
CHY,Chinese seerfish,Scomberomorus sinensis
CHZ,Roughskin spurdog,Cirrhigaleus asper
CIA,Arctic cisco,Coregonus autumnalis
CIB,Valaam whitefish,Coregonus widegreni
CIC,Khadary-whitefish,Coregonus chadary
CIE,Coregonus fera,Coregonus fera
CIF,Cinnamon flounder,Pseudorhombus cinnamoneus
CIG,Coregonus wartmanni,Coregonus wartmanni
CIH,Coregonus hiemalis,Coregonus hiemalis
CII,Coregonus nilssoni,Coregonus nilssoni
CIJ,Peled,Coregonus peled
CIK,Kiyi,Coregonus kiyi
CIL,Spotted flounder,Citharus linguatula
CIN,Muksun,Coregonus muksun
CIO,Daggernose shark,Isogomphodon oxyrhynchus
CIP,Irish pollan,Coregonus pollan
CIQ,Broad whitefish,Coregonus nasus
CIR,Coregonus macrophthalmus,Coregonus macrophthalmus
CIS,Lake cisco,Coregonus artedi
CIT,Citharids nei,Citharidae
CIU,Tugun,Coregonus tugun
CIW,Sardine cisco,Coregonus sardinella
CIY,Bloater,Coregonus hoyi
CIZ,Shortnose cisco,Coregonus reighardi
CJA,Cuban legskate,Cruriraja atlantis
CJB,Cyclopteropsis lindbergi,Cyclopteropsis lindbergi
CJC,Blue and gold fusilier,Caesio caerulaurea
CJD,Smoothnose legskate,Cruriraja durbanensis
CJE,Girdled wrasse,Cirrhilabrus balteatus
CJH,Chrionema chlorotaenia,Chrionema chlorotaenia
CJI,Cetichthys indagator,Cetichthys indagator
CJJ,SÃ´hachi,Cleisthenes pinetorum
CJK,Cetomimus picklei,Cetomimus picklei
CJL,Dwarf round herring,Jenkinsia lamprotaenia
CJM,Chilean jack mackerel,Trachurus murphyi
CJN,Longfinned bullseye,Cookeolus japonicus
CJO,Careproctus jordani,Careproctus jordani
CJP,Roughnose legskate,Cruriraja parcomaculata
CJR,Pink flabby whalefish,Cetostoma regani
CJS,Florida round herring,Jenkinsia stolifera
CJT,Triangular legskate,Cruriraja triangularis
CJU,Redbelly yellowtail fusilier,Caesio cuning
CJV,Variable-lined fusilier,Caesio varilineata
CJX,Fusiliers nei,Caesionidae
CJY,Cruriraja poeyi,Cruriraja poeyi
CJZ,Lunar fusilier,Caesio lunaris
CKA,Atlantic croaker,Micropogonias undulatus
CKC,Globosehead rattail,Cetonurus crassiceps
CKD,Unicorn grenadier,Coelorinchus productus
CKE,Pacific grenadier,Coryphaenoides acrolepis
CKF,Carmine grenadier,Coryphaenoides carminifer
CKG,Amami grenadier,Coryphaenoides marginatus
CKH,Abyssal grenadier,Coryphaenoides armatus
CKI,Araucanian herring,Strangomera bentincki
CKJ,Popeye grenadier,Coryphaenoides cinereus
CKK,Humboldt grenadier,Coryphaenoides ariommus
CKL,Law croaker,Pseudotolithus senegallus
CKM,Whitemouth croaker,Micropogonias furnieri
CKN,Loosescale grenadier,Coryphaenoides anguliceps
CKO,Swordsnout grenadier,Coelorinchus occa
CKP,Cetonurus globiceps,Cetonurus globiceps
CKQ,Pacific porgy,Calamus brachysomus
CKR,Spiny grenadier,Coelorinchus parallelus
CKS,Shoulderspot grenadier,Coelorinchus scaphopsis
CKT,Kura shad,Caspialosa curensis
CKU,Spearnose grenadier,Coelorinchus multispinulosus
CKV,Hawknose grenadier,Coelorinchus oliverianus
CKW,West African croakers nei,Pseudotolithus spp
CKX,Firebelly grenadier,Coelorinchus ventrilux
CKY,Argentine croaker,Umbrina canosai
CKZ,Atlantic goldeneye tilefish,Caulolatilus chrysops
CLA,Black and Caspian Sea sprat,Clupeonella cultriventris
CLC,Coelacanth,Latimeria chalumnae
CLD,Sliteye shark,Loxodon macrorhinus
CLE,Anchovy sprat,Clupeonella engrauliformis
CLG,Southern Caspian sprat,Clupeonella grimmi
CLI,Lingcod,Ophiodon elongatus
CLL,Barbeled houndshark,Leptocharias smithii
CLP,"Herrings, sardines nei",Clupeidae
CLU,Clupeoids nei,Clupeoidei
CLY,Longfin grenadier,Coryphaenoides longifilis
CMH,Silver chimaera,Chimaera phantasma
CMK,Damselfish,Chromis chromis
CMO,Rabbit fish,Chimaera monstrosa
CMQ,Spotted coral croucher,Caracanthus maculatus
CMR,Mediterranean shore crab,Carcinus aestuarii
CMS,Chimaera jordani,Chimaera jordani
CMU,Chimaera cubana,Chimaera cubana
CMV,Saucereye porgy,Calamus calamus
CMW,Chimaera owstoni,Chimaera owstoni
CMY,Bobtail eel,Cyema atrum
CMZ,Manefish,Caristius macropus
CNE,Australian river gizzard shad,Nematalosa erebi
CNJ,Japanese gizzard shad,Nematalosa japonica
CNK,GÃ¼nther's grenadier,Coryphaenoides guentheri
CNM,Cobbler,Cnidoglanis macrocephalus
CNN,Sicklefin chimaera,Neoharriotta pinnata
